Crop,Season,Precipitation,Max Temperature,Min Temp,Ground water ,Cloud Cover
Rice,0.25,98.584,31.996,24.417,3.38,38.2777
Rice,0.416,18.0328,26.7475,16.5955,5.46,21.9922
Rice,0.25,124.7495,29.4715,23.215,2.95,40.1265
Rice,0.25,83.6257,32.519,24.63633,3.53,34.5073
Rice,0.416,15.9342,26.96225,17.538,5.34,29.9188
Rice,0.25,50.0325,29.393,21.3005,2.804074074,32.028
Rice,0.25,55.6243,32.82967,24.38033,5.826451613,38.9693
Rice,0.25,216.1415,29.4715,20.056,5.0256,33.9235
Rice,0.25,35.9843,31.392,20.96733,5.03375,28.6077
Rice,0.416,12.75,26.6435,15.49825,6.788823529,18.765
Rice,0.25,73.175,29.3235,18.607,3.160454545,29.868
Rice,0.25,50.837,33.72433,21.33533,6.977333333,31.327
Rice,0.416,18.1872,25.732,15.45325,3.152173913,23.5336
Rice,0.25,48.465,29.615,18.781,3.734666667,25.9615
Rice,0.25,77.8583,31.996,21.159,5.902666667,31.7413
Rice,0.416,16.6746,26.7475,14.58425,5.462222222,18.6516
Rice,0.25,123.325,29.4715,20.036,3.850434783,34.0495
Rice,0.25,67.8147,32.519,21.259,6.2656,28.5987
Rice,0.416,14.9872,26.96225,15.37525,4.408965517,25.5384
Rice,0.25,47.6725,29.393,18.3725,6.091877828,26.935
Rice,0.25,46.2117,32.82967,21.018,5.916535245,32.1023
Rice,0.25,150.775,30.3965,20.966,4.207142857,37.219
Rice,0.25,54.3447,35.57767,22.54467,6.205517241,34.184
Rice,0.416,9.0208,27.5735,14.86325,3.429746835,22.9786
Rice,0.25,35.783,30.452,19.482,3.034871795,36.9085
Rice,0.25,44.49,38.13967,23.55233,3.058670886,33.274
Rice,0.416,15.0308,26.9585,14.96025,5.8232,26.8398
Rice,0.25,19.334,30.9155,19.866,5.8232,30.067
Rice,0.25,60.8013,36.80167,23.29767,3.145423796,31.352
Rice,0.416,15.849,27.77825,13.9265,7.29775,22.8076
Rice,0.25,73.705,30.757,21.0905,3.559285714,36.9685
Rice,0.25,64.0927,37.10233,23.36867,1.766829268,31.136
Rice,0.416,12.6012,28.19675,15.0215,7.199375,29.5658
Rice,0.25,49.952,30.132,19.048,2.45,28.1725
Rice,0.25,38.743,37.56533,23.34267,2.655128205,32.7003
Rice,0.25,158.145,31.008,21.981,5.4855,38.7665
Rice,0.25,56.0817,35.794,23.32467,5.66171875,36.0363
Rice,0.416,6.78,28.09125,15.763,3.514827586,23.4364
Rice,0.25,43.631,30.909,20.3185,3.945081967,36.7495
Rice,0.25,46.8737,38.21433,24.116,7.514444444,35.8077
Rice,0.416,13.4296,27.363,15.771,6.18509434,27.7394
Rice,0.25,22.418,31.369,20.655,3.936346154,30.5165
Rice,0.25,69.5397,36.634,23.759,7.077678571,35.2797
Rice,0.416,16.0502,28.21175,14.65075,5.18326087,23.1574
Rice,0.25,79.363,31.1865,21.8885,4.549298246,38.041
Rice,0.25,72.9467,37.066,23.907,5.32147541,33.4723
Rice,0.416,10.9392,28.53025,15.692,6.439833333,29.905
Rice,0.25,48.593,30.691,20.025,4.497894737,29.9865
Rice,0.25,45.1923,37.38767,23.70767,5.663157895,36.6607
Rice,0.25,162.413,31.258,21.3465,3.72,38.7145
Rice,0.25,56.5577,36.115,22.77967,5.676631944,37.544
Rice,0.416,6.7368,28.172,14.97225,3.895,24.3674
Rice,0.25,44.8005,31.0515,19.718,4.084939103,38.9885
Rice,0.25,40.3217,38.43933,23.52033,7.688235294,35.874
Rice,0.416,11.3912,27.433,14.97875,6.486696514,28.5634
Rice,0.25,19.7735,31.5185,20.1135,7.4965,30.6215
Rice,0.25,54.2877,36.81967,23.13633,5.534457268,34.5623
Rice,0.416,13.826,28.17175,13.871,6.898231811,24.0116
Rice,0.25,79.013,31.347,21.127,4.471886792,37.379
Rice,0.25,64.102,37.31167,23.33267,5.033818182,33.7583
Rice,0.416,10.263,28.515,14.86125,6.259333333,30.0772
Rice,0.25,56.554,30.7685,19.4655,5.541859649,29.913
Rice,0.25,38.9477,37.62833,23.09133,5.818206628,36.7477
Rice,0.25,139.416,32.56833,21.44867,5.818206628,46.4833
Rice,0.25,150.5335,31.1615,21.5005,2.100769231,41.853
Rice,0.416,4.0564,27.60875,14.82425,3.484571429,29.7868
Rice,0.25,110.826,34.30267,21.54067,3.551111111,47.334
Rice,0.25,69.371,31.053,20.7955,3.1025,46.451
Rice,0.416,10.1214,26.66325,14.64,1.895,31.6176
Rice,0.25,112.844,31.9,20.73067,0.7764705882,45.3713
Rice,0.25,18.163,30.8085,20.277,2.430555556,39.5635
Rice,0.416,6.3698,27.12875,13.48625,3.676315789,31.1622
Rice,0.25,135.624,32.73867,21.18133,3.676315789,45.8933
Rice,0.25,74.4505,30.8335,21.04,2.452222222,43.3535
Rice,0.416,8.039,27.27025,14.133,3.707,33.1964
Rice,0.25,62.8415,30.4045,20.059,2.570588235,35.7015
Rice,0.25,113.68,32.89233,20.65967,3.45059127,47.5383
Rice,0.25,131.023,30.52067,19.049,2.28257326,48.2833
Rice,0.25,138.8945,29.8655,19.1345,3.44173296,42.1555
Rice,0.416,6.3236,25.19125,12.32525,3.551111111,32.4456
